ID,Listing Confirmation Method,Deposit Amount,Monthly Rent,Exclusive Area,Unit Floor,Total Floors,Direction,Number of Rooms,Number of Bathrooms,Parking Availability,Total Parking Spaces,Maintenance Fee,Real Estate Agency,Brokerage Platform,Listing Year,Listing Month,Listing Day,Listing Weekday,Days Since Listed,False Listing
TRAIN_0807,On-site Confirmation,17000000,720000,17.5,4,8,East,1,1,Not Available,4,6,Z78BN7Z0U2,Platform A,2024,12,1,Sunday,223,Real Listing
TRAIN_0808,On-site Confirmation,109000000,680000,36.92,4,19,Southeast,2,2,Not Available,18,16,G52Iz8V2B9,Platform B,2024,1,11,Thursday,548,Real Listing
TRAIN_0809,On-site Confirmation,108500000,0,18.87,,16,East,1,1,Available,54,0,G38pb6B9C7,Platform C,2024,7,16,Tuesday,361,Fake Listing
TRAIN_0810,On-site Confirmation,191000000,670000,,2,5,East,1,1,Not Available,4,4,Q27Pd1N0R1,Platform E,2024,12,1,Sunday,223,Real Listing
TRAIN_0811,Phone Confirmation,116000000,170000,19.04,19,21,South,1,1,Available,40,9,G52Iz8V2B9,I플랫폼,2025,2,25,Tuesday,137,Real Listing
TRAIN_0812,서류확인,161500000,460000,,7,9,East,1,1,Not Available,8,13,S12iP7V0Q9,Platform A,2024,9,3,Tuesday,312,Fake Listing
TRAIN_0813,On-site Confirmation,21000000,250000,,2,3,Southeast,2,1,Not Available,,2,B91Ts7P1Z7,Platform B,2024,11,1,Friday,253,Real Listing
TRAIN_0814,Phone Confirmation,66000000,80000,,2,4,East,2,1,Not Available,,0,A72Mx9C8U2,Platform B,2024,11,26,Tuesday,228,Real Listing
TRAIN_0815,Phone Confirmation,118500000,600000,,4,9,남서향,1,1,Available,,17,D47oH9N4M3,Platform B,2024,9,9,Monday,306,Real Listing
TRAIN_0816,Phone Confirmation,14500000,720000,,2,4,북서향,2,1,Not Available,,0,H90uE4C0W5,Platform A,2024,10,11,Friday,274,Real Listing
TRAIN_0817,On-site Confirmation,94000000,470000,17.5,2,4,북동향,1,1,Not Available,,0,Z68ZJ6F6L4,Platform A,2024,11,30,Saturday,224,Real Listing
TRAIN_0818,On-site Confirmation,332000000,560000,,5,6,South,2,1,Available,1,5,b87Td0W4Y3,Platform C,2024,11,6,Wednesday,248,Real Listing
TRAIN_0819,On-site Confirmation,22000000,550000,28,4,4,북동향,1,1,Not Available,47,0,G52Iz8V2B9,F플랫폼,2024,8,10,Saturday,336,Real Listing
TRAIN_0820,Phone Confirmation,393000000,250000,,2,3,East,2,1,Not Available,,0,N00fb8Z9A4,Platform D,2024,10,7,Monday,278,Real Listing
TRAIN_0821,On-site Confirmation,140500000,390000,19.88,6,8,Southeast,1,1,Available,45,1,G52Iz8V2B9,Platform E,2024,3,13,Wednesday,486,Real Listing
TRAIN_0822,On-site Confirmation,350000000,650000,17.5,,15,북서향,1,1,Available,19,0,y86qM5T6T6,Platform A,2024,11,8,Friday,246,Real Listing
TRAIN_0823,On-site Confirmation,23500000,100000,,,4,South,2,1,Not Available,,0,x63Wv0J5M8,J플랫폼,2024,11,6,Wednesday,248,Real Listing
TRAIN_0824,On-site Confirmation,125000000,600000,17.5,1,7,South,1,1,Not Available,28,7,G52Iz8V2B9,Platform D,2025,2,27,Thursday,135,Real Listing
TRAIN_0825,On-site Confirmation,187500000,560000,36.36,2,3,South,2,1,Not Available,,0,S14na8Q8K2,Platform A,2024,12,30,Monday,194,Real Listing
TRAIN_0826,On-site Confirmation,21500000,520000,26.44,2,4,South,1,1,Available,4,14,J34zf6Z7T0,J플랫폼,2024,9,30,Monday,285,Real Listing
TRAIN_0827,서류확인,17500000,100000,29.92,4,7,West,2,1,Available,6,19,w94Qb4G0K5,Platform B,2024,11,26,Tuesday,228,Real Listing
TRAIN_0828,On-site Confirmation,160000000,510000,,5,6,South,2,1,Available,4,6,u27qb9S5A1,Platform D,2024,11,17,Sunday,237,Real Listing
TRAIN_0829,On-site Confirmation,26500000,550000,,2,3,북서향,2,1,Not Available,,0,S06Ox3K4D9,Platform A,2024,6,17,Monday,390,Fake Listing
TRAIN_0830,On-site Confirmation,166000000,560000,32.49,7,14,South,1,1,Not Available,43,3,G52Iz8V2B9,Platform A,2023,9,3,Sunday,678,Real Listing
TRAIN_0831,On-site Confirmation,122000000,160000,25.58,7,7,West,2,1,Available,4,8,K86UF7I0P3,Platform C,2024,12,18,Wednesday,206,Real Listing
TRAIN_0832,On-site Confirmation,131000000,330000,,4,5,South,2,1,Not Available,,7,I97SP1K4K9,Platform A,2024,12,10,Tuesday,214,Real Listing
TRAIN_0833,서류확인,192500000,620000,27.32,5,5,North,1,1,Not Available,24,16,G52Iz8V2B9,H플랫폼,2023,10,26,Thursday,625,Real Listing
TRAIN_0834,On-site Confirmation,113500000,70000,34.64,3,3,West,1,1,Available,23,3,G52Iz8V2B9,Platform D,2024,2,28,Wednesday,500,Real Listing
TRAIN_0835,Phone Confirmation,77000000,90000,35.28,9,9,북서향,1,1,Not Available,27,9,G52Iz8V2B9,Platform B,2024,4,29,Monday,439,Real Listing
TRAIN_0836,On-site Confirmation,90500000,620000,,2,7,East,1,1,Not Available,,0,w37Qk3B9D2,Platform B,2024,12,20,Friday,204,Real Listing
TRAIN_0837,On-site Confirmation,185000000,390000,,2,5,South,1,1,Not Available,2,5,g99sy3I3R8,Platform A,2025,1,9,Thursday,184,Real Listing
TRAIN_0838,서류확인,117000000,150000,,4,5,남서향,2,1,Available,5,8,K25cF2K7X6,Platform E,2024,3,22,Friday,477,Fake Listing
TRAIN_0839,On-site Confirmation,124500000,540000,39.5,3,6,East,2,1,Available,1,0,A72Mx9C8U2,Platform B,2024,8,26,Monday,320,Real Listing
TRAIN_0840,서류확인,93500000,140000,24.09,21,21,Southeast,2,1,Available,4,0,G52Iz8V2B9,Platform C,2025,2,20,Thursday,142,Real Listing
TRAIN_0841,On-site Confirmation,124500000,230000,25.01,16,16,Southeast,1,1,Not Available,46,0,G52Iz8V2B9,Platform B,2024,12,12,Thursday,212,Real Listing
TRAIN_0842,서류확인,402000000,530000,17.5,3,4,North,1,1,Not Available,1,7,J52gJ2E4T6,Platform C,2023,12,17,Sunday,573,Real Listing
TRAIN_0843,Phone Confirmation,324000000,400000,20.84,6,8,Southeast,1,1,Available,6,3,w94Qb4G0K5,Platform B,2024,6,9,Sunday,398,Real Listing
TRAIN_0844,On-site Confirmation,129500000,440000,,3,5,West,2,1,Available,5,0,v74Dp7J6W4,G플랫폼,2024,12,29,Sunday,195,Real Listing
TRAIN_0845,On-site Confirmation,155000000,120000,48.1,,5,West,2,1,Available,1,0,h19pQ2K8H8,Platform A,2024,8,17,Saturday,329,Real Listing
TRAIN_0846,On-site Confirmation,334000000,260000,36.3,5,5,West,2,1,Available,,5,J52gJ2E4T6,Platform C,2024,11,22,Friday,232,Real Listing
TRAIN_0847,On-site Confirmation,167000000,320000,17.5,14,14,South,2,2,Available,45,2,G52Iz8V2B9,Platform C,2024,12,26,Thursday,198,Real Listing
TRAIN_0848,On-site Confirmation,19500000,380000,17.5,9,9,East,1,1,Not Available,6,3,G52Iz8V2B9,Platform D,2024,7,4,Thursday,373,Real Listing
TRAIN_0849,On-site Confirmation,118000000,550000,35.71,2,3,East,2,2,Not Available,40,0,G52Iz8V2B9,J플랫폼,2025,1,16,Thursday,177,Real Listing
TRAIN_0850,On-site Confirmation,146500000,540000,,5,6,South,2,1,Available,,0,w37Qk3B9D2,Platform B,2024,10,13,Sunday,272,Real Listing
TRAIN_0851,서류확인,346000000,80000,,2,3,Southeast,2,1,Not Available,,0,k17ev4P8A1,Platform A,2024,11,8,Friday,246,Real Listing
TRAIN_0852,On-site Confirmation,400000000,160000,27.45,12,16,West,1,1,Available,6,12,G52Iz8V2B9,Platform C,2023,10,9,Monday,642,Real Listing
TRAIN_0853,On-site Confirmation,21500000,360000,,,6,남서향,1,1,Available,1,6,K25cF2K7X6,Platform E,2024,11,13,Wednesday,241,Real Listing
TRAIN_0854,Phone Confirmation,333000000,50000,35.98,5,8,East,2,1,Not Available,1,10,o30ws9C6F7,Platform A,2024,8,27,Tuesday,319,Real Listing
TRAIN_0855,Phone Confirmation,125500000,610000,20.15,17,18,East,1,1,Not Available,36,0,G52Iz8V2B9,Platform B,2024,10,4,Friday,281,Real Listing
TRAIN_0856,On-site Confirmation,344500000,260000,29.89,4,6,South,2,1,Available,8,0,w94Qb4G0K5,Platform A,2024,9,21,Saturday,294,Fake Listing
TRAIN_0857,On-site Confirmation,147000000,160000,,,6,South,1,1,Not Available,,3,W02qh9Z4E0,Platform E,2024,11,14,Thursday,240,Real Listing
TRAIN_0858,On-site Confirmation,14500000,250000,,6,6,Southeast,1,1,Not Available,,12,z54Fl0B2P9,Platform A,2024,11,23,Saturday,231,Fake Listing
TRAIN_0859,Phone Confirmation,145000000,30000,26.87,14,15,Southeast,1,1,Not Available,18,1,G52Iz8V2B9,Platform E,2023,9,25,Monday,656,Real Listing
TRAIN_0860,On-site Confirmation,110500000,290000,,2,3,South,2,1,Available,1,4,o80Xg3Q1Q7,Platform D,2024,12,8,Sunday,216,Real Listing
TRAIN_0861,서류확인,378000000,580000,17.5,,7,North,1,1,Not Available,,13,D49QC8I7L2,Platform A,2024,1,29,Monday,530,Fake Listing
TRAIN_0862,On-site Confirmation,338000000,260000,22.87,,9,South,2,1,Not Available,,2,Q42YF3Y0I2,Platform A,2024,12,11,Wednesday,213,Real Listing
TRAIN_0863,Phone Confirmation,132000000,300000,32.53,15,21,West,1,1,Not Available,5,0,G52Iz8V2B9,Platform A,2024,9,28,Saturday,287,Real Listing
TRAIN_0864,On-site Confirmation,165000000,460000,17.5,5,7,East,1,1,Not Available,6,0,M02bn7Y4P0,Platform A,2024,12,14,Saturday,210,Real Listing
TRAIN_0865,On-site Confirmation,363500000,670000,,2,3,North,2,1,Not Available,,0,Z81Jv8Z5G2,H플랫폼,2023,8,6,Sunday,706,Fake Listing
TRAIN_0866,On-site Confirmation,79500000,660000,33.05,4,5,West,2,1,Not Available,,0,a15xR3G4V0,Platform A,2024,6,23,Sunday,384,Fake Listing
TRAIN_0867,On-site Confirmation,177500000,180000,17.5,13,13,South,2,1,Not Available,15,8,G52Iz8V2B9,Platform A,2024,7,27,Saturday,350,Real Listing
TRAIN_0868,On-site Confirmation,327500000,530000,,2,4,West,2,1,Not Available,1,0,D25dP0R4Q9,Platform A,2024,11,10,Sunday,244,Real Listing
TRAIN_0869,On-site Confirmation,325500000,480000,,2,4,West,1,1,Available,2,11,M02bn7Y4P0,Platform D,2024,11,16,Saturday,238,Real Listing
TRAIN_0870,서류확인,130000000,720000,19.99,3,3,South,1,1,Available,5,1,G52Iz8V2B9,Platform A,2023,10,11,Wednesday,640,Real Listing
TRAIN_0871,On-site Confirmation,139500000,240000,21.03,5,20,South,1,1,Available,35,0,G52Iz8V2B9,Platform A,2024,9,25,Wednesday,290,Real Listing
TRAIN_0872,On-site Confirmation,409000000,40000,23.21,1,5,East,1,1,Not Available,22,5,G52Iz8V2B9,Platform D,2024,9,17,Tuesday,298,Real Listing
TRAIN_0873,서류확인,150500000,550000,,4,5,남서향,1,1,Not Available,4,0,i22so9D4E0,Platform A,2024,10,21,Monday,264,Real Listing
TRAIN_0874,On-site Confirmation,70500000,10000,17.5,2,7,West,2,1,Available,29,5,G52Iz8V2B9,Platform B,2023,12,9,Saturday,581,Real Listing
TRAIN_0875,On-site Confirmation,132500000,610000,29.15,7,18,East,1,1,Not Available,31,15,G52Iz8V2B9,Platform A,2024,5,30,Thursday,408,Real Listing
TRAIN_0876,On-site Confirmation,7500000,320000,,2,3,South,2,1,Not Available,,0,L25uD9A1R8,Platform A,2024,9,30,Monday,285,Real Listing
TRAIN_0877,On-site Confirmation,140500000,320000,39.12,,14,남서향,2,1,Available,30,10,r82ax9M3U3,Platform B,2024,6,23,Sunday,384,Fake Listing
TRAIN_0878,On-site Confirmation,144000000,600000,17.5,12,14,South,1,1,Available,104,4,J07Zn4B0R7,Platform C,2025,1,9,Thursday,184,Real Listing
TRAIN_0879,서류확인,15500000,180000,,5,5,남서향,2,2,Available,7,12,w94Qb4G0K5,Platform B,2024,7,22,Monday,355,Fake Listing
TRAIN_0880,On-site Confirmation,88500000,660000,,2,3,South,2,1,Not Available,,0,W02qh9Z4E0,Platform E,2024,9,3,Tuesday,312,Real Listing
TRAIN_0881,서류확인,394500000,240000,24.45,4,18,South,1,1,Available,49,0,G52Iz8V2B9,Platform A,2023,10,28,Saturday,623,Real Listing
TRAIN_0882,On-site Confirmation,17500000,60000,,3,4,South,1,1,Available,3,10,y70Or6U6A8,Platform D,2024,5,25,Saturday,413,Fake Listing
TRAIN_0883,On-site Confirmation,188000000,350000,,4,6,South,1,1,Not Available,,7,w37Qk3B9D2,Platform B,2024,4,29,Monday,439,Real Listing
TRAIN_0884,On-site Confirmation,19500000,370000,,4,4,East,1,1,Not Available,,9,o80Xg3Q1Q7,Platform A,2024,10,25,Friday,260,Real Listing
TRAIN_0885,On-site Confirmation,173000000,410000,17.5,11,15,북동향,1,1,Available,33,7,G52Iz8V2B9,Platform C,2024,1,4,Thursday,555,Real Listing
TRAIN_0886,서류확인,378000000,100000,25.56,7,10,북동향,2,1,Available,32,10,J52gJ2E4T6,Platform C,2024,10,22,Tuesday,263,Real Listing
TRAIN_0887,Phone Confirmation,111500000,350000,26.4,4,4,남서향,1,1,Not Available,,0,U93ap2F8Z1,Platform C,2024,10,8,Tuesday,277,Real Listing
TRAIN_0888,서류확인,93000000,330000,19.83,3,8,North,1,1,Not Available,2,0,V19Zw6E4O7,Platform A,2023,12,20,Wednesday,570,Fake Listing
TRAIN_0889,On-site Confirmation,372500000,660000,,4,6,East,1,1,Available,,7,j90UQ8N6M3,Platform B,2024,5,28,Tuesday,410,Fake Listing
TRAIN_0890,서류확인,137500000,370000,36.3,10,10,북동향,1,1,Not Available,19,6,G52Iz8V2B9,Platform B,2024,8,24,Saturday,322,Real Listing
TRAIN_0891,서류확인,5500000,370000,,,5,East,1,1,Available,4,6,K25cF2K7X6,Platform E,2024,10,10,Thursday,275,Real Listing
TRAIN_0892,On-site Confirmation,96500000,150000,32.39,2,8,South,1,1,Not Available,12,10,G52Iz8V2B9,Platform A,2024,11,3,Sunday,251,Real Listing
TRAIN_0893,On-site Confirmation,22000000,480000,17.5,7,16,West,2,1,Not Available,43,4,G52Iz8V2B9,Platform B,2025,2,27,Thursday,135,Real Listing
TRAIN_0894,On-site Confirmation,76000000,440000,28.44,12,17,East,2,1,Available,7,4,G52Iz8V2B9,I플랫폼,2024,7,7,Sunday,370,Real Listing
TRAIN_0895,On-site Confirmation,116500000,490000,26.08,3,10,북동향,1,1,Not Available,39,4,G52Iz8V2B9,Platform B,2024,3,7,Thursday,492,Real Listing
TRAIN_0896,On-site Confirmation,8500000,310000,27.48,3,7,West,2,1,Available,,2,v03Ar5Y4T4,Platform B,2024,5,19,Sunday,419,Real Listing
TRAIN_0897,On-site Confirmation,370500000,710000,19.83,2,3,West,1,1,Not Available,,0,R51nD5V3T5,Platform A,2024,12,5,Thursday,219,Real Listing
TRAIN_0898,On-site Confirmation,189000000,450000,17.5,1,3,South,1,1,Not Available,22,7,G52Iz8V2B9,Platform B,2024,4,4,Thursday,464,Real Listing
TRAIN_0899,서류확인,330500000,690000,22.79,7,16,West,1,1,Not Available,20,8,G52Iz8V2B9,Platform B,2024,3,12,Tuesday,487,Real Listing
TRAIN_0900,On-site Confirmation,33000000,550000,,2,3,West,2,1,Not Available,,0,e06Bg9W8S5,Platform D,2024,10,6,Sunday,279,Real Listing
TRAIN_0901,On-site Confirmation,409000000,540000,25.97,2,3,East,1,1,Available,14,11,G52Iz8V2B9,Platform A,2024,10,24,Thursday,261,Real Listing
TRAIN_0902,Phone Confirmation,126500000,470000,28.94,3,6,North,2,1,Available,6,3,i22so9D4E0,Platform A,2024,12,26,Thursday,198,Real Listing
TRAIN_0903,Phone Confirmation,158000000,730000,38.55,1,2,East,1,1,Not Available,19,10,G52Iz8V2B9,Platform A,2024,11,20,Wednesday,234,Real Listing
TRAIN_0904,On-site Confirmation,9500000,70000,,2,3,West,2,1,Not Available,,0,h22xk5X0A3,Platform D,2023,9,23,Saturday,658,Fake Listing
TRAIN_0905,On-site Confirmation,160500000,680000,35.21,6,9,South,1,1,Not Available,13,0,G52Iz8V2B9,Platform C,2024,12,13,Friday,211,Real Listing
TRAIN_0906,Phone Confirmation,138000000,500000,17.5,9,10,남서향,1,1,Available,16,0,i23ag3Z3Y7,Platform A,2024,11,9,Saturday,245,Real Listing
TRAIN_0907,서류확인,161500000,210000,36.54,4,9,West,1,1,Available,26,17,G52Iz8V2B9,Platform A,2024,2,23,Friday,505,Real Listing
TRAIN_0908,서류확인,149500000,290000,17.5,13,15,West,1,1,Available,19,0,S12iP7V0Q9,Platform A,2024,10,10,Thursday,275,Real Listing
TRAIN_0909,On-site Confirmation,181500000,50000,,4,6,남서향,1,1,Not Available,,7,a76va4Q8Z5,Platform B,2025,1,6,Monday,187,Real Listing
TRAIN_0910,On-site Confirmation,389500000,320000,41.8,,7,Southeast,2,1,Available,,16,B14iW9I2Y0,Platform D,2024,9,26,Thursday,289,Real Listing
TRAIN_0911,On-site Confirmation,136500000,60000,34.14,5,17,북동향,2,1,Available,17,0,G52Iz8V2B9,Platform B,2024,3,24,Sunday,475,Real Listing
TRAIN_0912,On-site Confirmation,156500000,690000,31.16,2,4,북서향,1,1,Not Available,9,4,G52Iz8V2B9,Platform A,2025,2,8,Saturday,154,Real Listing
TRAIN_0913,Phone Confirmation,190000000,360000,19.91,5,17,South,2,2,Not Available,33,3,G52Iz8V2B9,Platform A,2024,8,9,Friday,337,Real Listing
TRAIN_0914,On-site Confirmation,403500000,240000,,4,5,South,2,1,Not Available,4,9,S00TK4T8K2,Platform C,2024,10,8,Tuesday,277,Real Listing
TRAIN_0915,On-site Confirmation,196000000,150000,17.5,6,9,북서향,1,1,Not Available,5,10,J52gJ2E4T6,Platform C,2024,9,5,Thursday,310,Real Listing
TRAIN_0916,On-site Confirmation,32500000,120000,,,7,Southeast,1,1,Available,4,0,y86qM5T6T6,Platform A,2024,8,1,Thursday,345,Real Listing
TRAIN_0917,On-site Confirmation,106000000,350000,32.84,10,20,West,1,1,Not Available,16,10,G52Iz8V2B9,Platform A,2024,5,29,Wednesday,409,Real Listing
TRAIN_0918,서류확인,27000000,150000,,,6,남서향,2,1,Available,13,3,B14iW9I2Y0,Platform D,2024,12,14,Saturday,210,Real Listing
TRAIN_0919,On-site Confirmation,166500000,290000,40.89,6,6,East,1,1,Available,1,1,i07Ja2R7A8,Platform A,2024,9,20,Friday,295,Real Listing
TRAIN_0920,On-site Confirmation,388500000,360000,,,3,South,1,1,Available,1,0,X95Bu4S5H2,Platform A,2025,1,15,Wednesday,178,Real Listing
TRAIN_0921,On-site Confirmation,161500000,630000,,3,6,West,1,1,Available,8,6,S30er7F3P4,Platform E,2024,11,13,Wednesday,241,Real Listing
TRAIN_0922,On-site Confirmation,75000000,150000,19.83,3,6,남서향,1,1,Not Available,5,1,A72Mx9C8U2,Platform A,2024,10,19,Saturday,266,Real Listing
TRAIN_0923,On-site Confirmation,402500000,130000,,2,5,West,1,1,Available,6,0,Y92Kc9R0Q8,I플랫폼,2025,2,9,Sunday,153,Real Listing
TRAIN_0924,Phone Confirmation,344500000,420000,27.21,3,14,West,1,1,Available,26,0,G52Iz8V2B9,Platform D,2023,8,28,Monday,684,Real Listing
TRAIN_0925,On-site Confirmation,376500000,20000,32.52,8,21,West,1,1,Not Available,12,9,G52Iz8V2B9,Platform B,2024,4,3,Wednesday,465,Real Listing
TRAIN_0926,On-site Confirmation,110500000,590000,37.18,1,5,East,1,1,Available,31,14,G52Iz8V2B9,Platform B,2025,1,7,Tuesday,186,Real Listing
TRAIN_0927,On-site Confirmation,358500000,100000,,5,6,East,2,1,Available,1,11,X95Bu4S5H2,Platform D,2025,1,10,Friday,183,Real Listing
TRAIN_0928,On-site Confirmation,27000000,590000,,2,4,West,2,1,Not Available,,0,R51nD5V3T5,Platform A,2024,9,12,Thursday,303,Real Listing
TRAIN_0929,On-site Confirmation,113500000,250000,18.73,10,11,East,2,2,Available,32,7,G52Iz8V2B9,Platform D,2024,5,13,Monday,425,Real Listing
TRAIN_0930,On-site Confirmation,327500000,490000,,2,6,North,1,1,Not Available,2,8,x73cN5B8I5,Platform A,2024,10,25,Friday,260,Real Listing
TRAIN_0931,Phone Confirmation,24000000,620000,,3,4,South,1,1,Not Available,,0,s37cv8A6L4,Platform A,2025,1,9,Thursday,184,Real Listing
TRAIN_0932,On-site Confirmation,371500000,30000,17.5,12,14,East,1,1,Available,104,14,Z18up3D1C3,Platform A,2024,10,27,Sunday,258,Real Listing
TRAIN_0933,On-site Confirmation,15500000,490000,28.81,6,7,남서향,2,1,Not Available,5,8,y20fU5B1A8,F플랫폼,2024,10,17,Thursday,268,Real Listing
TRAIN_0934,On-site Confirmation,98000000,510000,26.35,2,11,South,1,1,Not Available,37,3,G52Iz8V2B9,Platform A,2024,10,24,Thursday,261,Real Listing
TRAIN_0935,On-site Confirmation,171500000,240000,17.5,,11,East,1,1,Available,29,15,O55VW6U4R7,Platform A,2024,10,22,Tuesday,263,Real Listing
TRAIN_0936,On-site Confirmation,397500000,250000,17.5,11,11,North,1,1,Available,21,2,r74nn1Y4T7,Platform B,2024,11,11,Monday,243,Real Listing
TRAIN_0937,서류확인,188500000,620000,19.83,5,7,West,1,1,Not Available,6,4,Z78BN7Z0U2,Platform A,2024,3,14,Thursday,485,Fake Listing
TRAIN_0938,On-site Confirmation,13500000,500000,23.1,2,3,West,1,1,Available,2,0,v74Dp7J6W4,G플랫폼,2025,1,3,Friday,190,Real Listing
TRAIN_0939,On-site Confirmation,111500000,630000,28.02,4,13,West,1,1,Not Available,36,9,G52Iz8V2B9,Platform A,2024,5,28,Tuesday,410,Real Listing
TRAIN_0940,On-site Confirmation,16000000,260000,,5,6,남서향,2,1,Available,1,16,X95Bu4S5H2,Platform D,2025,1,13,Monday,180,Real Listing
TRAIN_0941,On-site Confirmation,136500000,480000,,3,4,East,2,1,Available,1,5,K95Xf2B9C6,Platform A,2024,12,19,Thursday,205,Real Listing
TRAIN_0942,On-site Confirmation,14500000,540000,22.85,4,8,Southeast,1,1,Not Available,8,0,G52Iz8V2B9,Platform A,2025,1,20,Monday,173,Real Listing
TRAIN_0943,On-site Confirmation,91500000,730000,26.15,6,13,Southeast,1,1,Available,13,0,G52Iz8V2B9,Platform A,2024,8,3,Saturday,343,Real Listing
TRAIN_0944,On-site Confirmation,14500000,320000,,2,3,West,1,1,Not Available,2,9,m80Ig6Q6D3,Platform A,2023,10,6,Friday,645,Fake Listing
TRAIN_0945,Phone Confirmation,17500000,740000,20.69,8,12,North,1,1,Available,17,0,G52Iz8V2B9,Platform A,2023,12,26,Tuesday,564,Real Listing
TRAIN_0946,On-site Confirmation,145500000,510000,,2,6,West,1,1,Available,,3,g44jq5J7D0,Platform B,2024,6,23,Sunday,384,Real Listing
TRAIN_0947,On-site Confirmation,170000000,670000,29.87,,12,South,2,1,Available,18,17,U47Az5M3I6,Platform A,2024,7,31,Wednesday,346,Fake Listing
TRAIN_0948,On-site Confirmation,195000000,220000,19,5,10,Southeast,1,1,Available,19,6,G52Iz8V2B9,Platform C,2024,3,26,Tuesday,473,Real Listing
TRAIN_0949,Phone Confirmation,184000000,290000,,2,3,East,2,1,Not Available,,0,b03oE4G3F6,Platform A,2024,9,23,Monday,292,Real Listing
TRAIN_0950,Phone Confirmation,348500000,100000,31.61,5,6,North,2,1,Available,4,11,Q02HH8Y5O8,Platform E,2024,9,10,Tuesday,305,Real Listing
TRAIN_0951,On-site Confirmation,23000000,130000,,2,3,North,1,1,Not Available,1,7,J99uP8I8G0,Platform C,2024,5,8,Wednesday,430,Fake Listing
TRAIN_0952,서류확인,350000000,700000,,,,South,,,Not Available,,0,K48zc2G4K8,Platform D,2024,7,3,Wednesday,374,Fake Listing
TRAIN_0953,On-site Confirmation,19000000,250000,,5,6,East,2,1,Available,1,10,w37Qk3B9D2,Platform B,2024,11,12,Tuesday,242,Real Listing
TRAIN_0954,Phone Confirmation,118500000,660000,29.4,1,7,Southeast,1,1,Available,49,4,G52Iz8V2B9,H플랫폼,2024,11,28,Thursday,226,Real Listing
TRAIN_0955,Phone Confirmation,179500000,130000,34.75,2,2,South,2,1,Not Available,7,9,G52Iz8V2B9,Platform B,2024,2,14,Wednesday,514,Real Listing
TRAIN_0956,On-site Confirmation,156500000,330000,,2,3,남서향,2,1,Available,,0,Z81Jv8Z5G2,H플랫폼,2024,8,12,Monday,334,Real Listing
TRAIN_0957,On-site Confirmation,112500000,100000,17.5,,14,South,1,1,Available,104,19,t93Nt6I2I0,Platform B,2024,11,29,Friday,225,Real Listing
